종목코드,종목명,종가,대비,등락률,상장시가총액
"078520","에이블씨엔씨","9850","-960","-8.88","256239.0"
"081000","일진다이아","12100","-420","-3.35","171856.0"
"083420","그린케미칼","6550","-200","-2.96","157200.0"
"084010","대한제강","15340","-170","-1.10","359177.0"
"084680","이월드","1334","-9","-0.67","189169.0"
"084690","대상홀딩스","9420","-120","-1.26","341122.0"
"089590","제주항공","5590","-40","-0.71","450783.0"
"090350","노루페인트","8080","-170","-2.06","161600.0"
"091810","티웨이항공","1614","-9","-0.55","439279.0"
"092200","디아이씨","7060","-90","-1.26","274553.0"
"092230","KPX홀딩스","71000","-700","-0.98","299950.0"
"092790","넥스틸","10090","-330","-3.17","262360.0"
"095570","AJ네트웍스","4715","-35","-0.74","213367.0"
"095720","웅진씽크빅","1382","-11","-0.79","159629.0"
"096760","JW홀딩스","3490","50","1.45","257998.0"
"097520","엠씨넥스","25350","-150","-0.59","455805.0"
"100250","진양홀딩스","3280","-25","-0.76","183337.0"
"101530","해태제과식품","6390","-20","-0.31","186056.0"
"102260","동성케미컬","4160","-25","-0.60","208735.0"
"102460","이연제약","10510","-220","-2.05","195347.0"
"104700","한국철강","9830","-60","-0.61","358304.0"
"105840","우진","14080","-1120","-7.37","284383.0"
"107590","미원홀딩스","67300","-100","-0.15","156136.0"
"108670","LX하우시스","30500","-100","-0.33","273514.0"
"117580","대성에너지","8050","-80","-0.98","221375.0"
"122900","아이마켓코리아","7900","0","0.00","264088.0"
"123690","한국화장품","11010","390","3.67","176909.0"
"123890","한국자산신탁","2415","0","0.00","295533.0"
"126560","현대퓨처넷","3145","25","0.80","346588.0"
"126720","수산인더스트리","20600","-700","-3.29","294292.0"
"128820","대성산업","4190","-515","-10.95","189537.0"
"130660","한전산업","11160","-410","-3.54","363816.0"
"134380","미원화학","85700","0","0.00","188477.0"
"136490","선진","9480","-90","-0.94","225431.0"
"138490","코오롱ENP","7880","-210","-2.60","299440.0"
"183190","아세아시멘트","11640","-320","-2.68","434716.0"
"194370","제이에스코퍼레이션","11010","-220","-1.96","319475.0"
"200880","서연이화","11720","-240","-2.01","316773.0"
"210980","SK디앤디","12630","0","0.00","235138.0"
"213500","한솔제지","8440","20","0.24","200877.0"
"214420","토니모리","8850","-240","-2.64","212885.0"
"226320","잇츠한불","11300","-140","-1.22","247801.0"
"234080","JW생명과학","15300","100","0.66","242269.0"
"241590","화승엔터프라이즈","4800","-90","-1.84","290829.0"
"244920","에이플러스에셋","8010","-60","-0.74","181088.0"
"271980","제일약품","14400","-20","-0.14","211750.0"
"272450","진에어","7000","-170","-2.37","365400.0"
"272550","삼양패키징","13770","-10","-0.07","211107.0"
"286940","롯데이노베이트","19100","-320","-1.65","288971.0"
"293480","하나제약","11380","-80","-0.70","202256.0"
"298690","에어부산","1837","3","0.16","214268.0"
"306200","세아제강","116300","-3600","-3.00","329862.0"
"339770","교촌에프앤비","4440","-25","-0.56","221845.0"
"344820","KCC글라스","26700","-200","-0.74","426413.0"
"403550","쏘카","11440","20","0.18","375711.0"
"452260","한화갤러리아","1080","-10","-0.92","209368.0"
"460850","동국씨엠","5300","-30","-0.56","158463.0"
"460860","동국제강","8300","-120","-1.43","411747.0"
"462520","조선내화","13770","-330","-2.34","163246.0"
"475560","더본코리아","25250","-400","-1.56","373110.0"
"487570","HS효성","65300","-2600","-3.83","243303.0"
"092440","기신정기","2305","-5","-0.22","67306.0"
"092780","DYP","3205","-70","-2.14","42205.0"
"093240","형지엘리트","1330","46","3.58","51059.0"
"094280","효성ITX","12830","50","0.39","148292.0"
"100220","비상교육","5390","-70","-1.28","70052.0"
"101140","인바이오젠","12830","-340","-2.58","128867.0"
"102280","쌍방울","412","-100","-19.53","10819.0"
"109070","주성코퍼레이션","823","-25","-2.95","43463.0"
"111110","호전실업","7800","10","0.13","73133.0"
"111380","동인기연","13250","-100","-0.75","81196.0"
"118000","메타케어","306","-9","-2.86","52564.0"
"119650","KC코트렐","918","0","0.00","100783.0"
"120030","조선선재","96700","-400","-0.41","121615.0"
"123700","SJM","3680","-15","-0.41","57426.0"
"129260","인터지스","2570","20","0.78","76452.0"
"133820","화인베스틸","1730","-117","-6.33","64208.0"
"134790","시디즈","21850","-350","-1.58","43700.0"
"139990","아주스틸","3300","-95","-2.80","127893.0"
"143210","핸즈코퍼레이션","1450","7","0.49","31720.0"
"145210","다이나믹디자인","775","-34","-4.20","29290.0"
"155660","DSR","3865","-30","-0.77","61840.0"
"163560","동일고무벨트","6680","30","0.45","92852.0"
"210540","디와이파워","12830","150","1.18","141665.0"
"214330","금호에이치티","536","-12","-2.19","116873.0"
"214390","경보제약","5880","-140","-2.33","140572.0"
"227840","현대코퍼레이션홀딩스","12120","-90","-0.74","110302.0"
"248170","샘표식품","30000","-550","-1.80","137049.0"
"264900","크라운제과","9150","10","0.11","114593.0"
"267290","경동도시가스","21150","150","0.71","124688.0"
"267850","아시아나IDT","11090","-70","-0.63","123099.0"
"298000","효성화학","38900","0","0.00","147501.0"
"308170","씨티알모빌리티","4885","40","0.83","42060.0"
"317400","자이에스앤디","3685","-40","-1.07","142914.0"
"363280","티와이홀딩스","2530","-30","-1.17","127586.0"
"372910","한컴라이프케어","2540","0","0.00","70293.0"
"378850","화승알앤에이","3075","-40","-1.28","58405.0"
"446070","유니드비티플러스","3355","-45","-1.32","35601.0"
"465770","STX그린로지스","6420","-190","-2.87","46038.0"
"480370","씨케이솔루션","7940","-260","-3.17","86823.0"
"019490","엑시큐어하이트론","541","-43","-7.36","41350.0"
"020120","키다리스튜디오","3515","-45","-1.26","130279.0"
"020760","일진디스플","902","0","0.00","46465.0"
"021050","서원","1030","-24","-2.28","48899.0"
"021820","세원정공","12300","-450","-3.53","123000.0"
"023000","삼원강재","2365","-30","-1.25","94600.0"
"023150","MH에탄올","4970","-25","-0.50","36671.0"
"023350","한국종합기술","4505","30","0.67","49330.0"
"023450","동남합성","29950","-250","-0.83","104825.0"
"023800","인지컨트롤스","5920","-70","-1.17","93590.0"
"023810","인팩","6100","40","0.66","61000.0"
"023960","에쓰씨엔지니어링","1113","-41","-3.55","42334.0"
"024070","WISCOM","1848","0","0.00","28323.0"
"024090","디씨엠","12140","80","0.66","138396.0"
"024890","대원화성","765","-7","-0.91","31556.0"
"024900","디와이덕양","2110","-55","-2.54","68712.0"
"025530","SJM홀딩스","3710","-40","-1.07","55405.0"
"025560","미래산업","11520","-540","-4.48","51640.0"
"025620","제이준코스메틱","12700","70","0.55","107690.0"
"025750","한솔홈데코","636","-5","-0.78","51239.0"
"025890","한국주강","1651","-44","-2.60","18672.0"
"026940","부국철강","2020","-45","-2.18","40400.0"
"027740","마니커","771","-6","-0.77","48967.0"
"027970","한국제지","746","-8","-1.06","141873.0"
"030720","동원수산","6140","-310","-4.81","28574.0"
"031820","아이티센씨티에스","573","-3","-0.52","69362.0"
"032560","황금에스티","6050","-60","-0.98","102850.0"
"033180","KH 필룩스","5310","0","0.00","138166.0"
"033250","체시스","1029","-22","-2.09","32928.0"
"034590","인천도시가스","26200","-100","-0.38","114619.0"
"035000","HS애드","8650","-10","-0.12","143308.0"
"036580","팜스코","2520","55","2.23","92554.0"
"041650","상신브레이크","2625","-10","-0.38","56363.0"
"044380","주연테크","476","1","0.21","30693.0"
"044820","코스맥스비티아이","14630","130","0.90","140505.0"
"047400","유니온머티리얼","1547","-4","-0.26","64974.0"
"049800","우진플라임","1975","-11","-0.55","39500.0"
"051630","진양화학","2635","-80","-2.95","55862.0"
"055490","테이팩스","15440","10","0.06","73643.0"
"058730","다스코","3040","5","0.16","57143.0"
"058850","KTcs","2895","-30","-1.03","123573.0"
"058860","KTis","2735","0","0.00","95183.0"
"063160","종근당바이오","21050","-350","-1.64","115480.0"
"067830","세이브존I&C","2330","-20","-0.85","95625.0"
"068290","삼성출판사","11930","-1080","-8.30","119300.0"
"069640","한세엠케이","678","-2","-0.29","30379.0"
"069730","DSR제강","3480","0","0.00","50112.0"
"071090","하이스틸","3515","-155","-4.22","70973.0"
"071950","코아스","3400","-380","-10.05","38758.0"
"072130","유엔젤","4985","35","0.71","64284.0"
"074610","이엔플러스","511","0","0.00","37494.0"
"075180","새론오토모티브","3075","-65","-2.07","59040.0"
"077500","유니퀘스트","5900","-250","-4.07","127441.0"
"078000","텔코웨어","15630","-450","-2.80","144422.0"
"079430","현대리바트","6440","-80","-1.23","132247.0"
"079980","휴비스","2760","-30","-1.08","95220.0"
"084670","동양고속","15740","3630","29.98","45576.0"
"084870","TBH글로벌","1295","0","0.00","27010.0"
"085310","엔케이","1270","-102","-7.43","100178.0"
"088790","진도","1999","-46","-2.25","24883.0"
"089470","HDC현대EP","4075","-5","-0.12","129993.0"
"090080","평화산업","931","-17","-1.79","51114.0"
"090370","메타랩스","1604","-168","-9.48","39947.0"
"092220","KEC","691","-21","-2.95","138727.0"
"009200","무림페이퍼","1999","-16","-0.79","83177.0"
"009310","참엔지니어링","1378","318","30.00","23389.0"
"009320","아진전자부품","955","-15","-1.55","47081.0"
"009440","KC그린홀딩스","756","0","0.00","17569.0"
"009460","한창제지","518","-27","-4.95","30908.0"
"009770","삼정펄프","29750","-750","-2.46","74374.0"
"009810","플레이그램","278","10","3.73","42225.0"
"010040","한국내화","2070","-10","-0.48","85009.0"
"010100","한국무브넥스","3700","-45","-1.20","112667.0"
"010400","우진아이엔에스","4025","35","0.88","30679.0"
"010600","웰바이오텍","545","0","0.00","49553.0"
"010640","진양폴리","4520","-75","-1.63","45200.0"
"010660","화천기계","4785","10","0.21","105270.0"
"010770","평화홀딩스","3665","-25","-0.68","53602.0"
"010960","삼호개발","3620","100","2.84","87314.0"
"011090","에넥스","496","-5","-1.00","29756.0"
"011150","CJ씨푸드","2745","-125","-4.36","98630.0"
"011230","삼화전자","2815","-80","-2.76","53952.0"
"011280","태림포장","1733","-4","-0.23","122707.0"
"011300","성안머티리얼스","370","-13","-3.39","57579.0"
"011330","유니켐","1349","-1","-0.07","125611.0"
"011390","부산산업","72300","-1200","-1.63","76349.0"
"011420","갤럭시아에스엠","2085","0","0.00","57441.0"
"011690","와이투솔루션","2900","50","1.75","106066.0"
"011700","한신기계","2940","-160","-5.16","95392.0"
"011810","STX","3530","0","0.00","109493.0"
"012160","영흥","537","-6","-1.10","54404.0"
"012170","아센디오","1766","-41","-2.27","19203.0"
"012200","계양전기","1390","0","0.00","37840.0"
"012280","영화금속","901","0","0.00","46550.0"
"012320","경동인베스트","50700","-500","-0.98","119907.0"
"012610","경인양행","2790","-20","-0.71","116110.0"
"012690","모나리자","2220","-25","-1.11","81188.0"
"012800","대창","1242","-26","-2.05","113196.0"
"013000","세우글로벌","1173","-13","-1.10","33671.0"
"013360","일성건설","1228","-24","-1.92","66343.0"
"013520","화승코퍼레이션","2095","-40","-1.87","104857.0"
"013570","디와이","4275","-10","-0.23","112516.0"
"013700","까뮤이앤씨","1099","-4","-0.36","65666.0"
"013870","지엠비코리아","3800","-50","-1.30","72475.0"
"014130","한익스프레스","3310","0","0.00","39720.0"
"014160","대영포장","1024","-22","-2.10","110996.0"
"014440","영보화학","4540","15","0.33","90800.0"
"014530","극동유화","3285","-35","-1.05","114546.0"
"014580","태경비케이","4870","-80","-1.62","134330.0"
"014710","사조씨푸드","8420","-350","-3.99","144980.0"
"014790","HL D&I","2560","20","0.79","96918.0"
"014910","성문전자","1046","-21","-1.97","23494.0"
"014990","인디에프","870","9","1.05","65348.0"
"015020","이스타코","522","-9","-1.69","22369.0"
"015260","에이엔피","436","-7","-1.58","19671.0"
"015590","DKME","515","0","0.00","122045.0"
"015890","태경산업","5100","-10","-0.20","149067.0"
"016090","대현","1704","9","0.53","75457.0"
"016710","대성홀딩스","8340","-190","-2.23","134186.0"
"016740","두올","3800","90","2.43","108961.0"
"017040","광명전기","1274","-78","-5.77","55212.0"
"017180","명문제약","1764","-18","-1.01","59894.0"
"017370","우신시스템","6040","-80","-1.31","110617.0"
"017550","수산세보틱스","1719","11","0.64","107264.0"
"017900","광전자","1818","-22","-1.20","105342.0"
"018500","동원금속","1290","-13","-1.00","60314.0"
"019180","티에이치엔","6290","-270","-4.12","113220.0"
"019440","세아특수강","15600","-180","-1.14","133692.0"
"003780","진양산업","6820","-180","-2.57","88660.0"
"004060","SG세계물산","393","90","29.70","79553.0"
"004080","신흥","13480","40","0.30","128060.0"
"004100","태양금속","2415","0","0.00","88631.0"
"004140","동방","2660","-105","-3.80","127605.0"
"004150","한솔홀딩스","3080","-90","-2.84","126362.0"
"004250","NPC","3860","-65","-1.66","141739.0"
"004270","남성","868","-18","-2.03","31432.0"
"004310","현대약품","3605","-105","-2.83","115360.0"
"004410","서울식품","149","0","0.00","58136.0"
"004440","삼일씨엔에스","4300","-75","-1.71","54747.0"
"004450","삼화왕관","29900","-500","-1.64","64416.0"
"004540","깨끗한나라","1968","5","0.25","73290.0"
"004720","팜젠사이언스","3900","-70","-1.76","73391.0"
"004770","써니전자","1520","-30","-1.94","53971.0"
"004830","덕성","4895","10","0.20","76754.0"
"004840","DRB동일","4780","-10","-0.21","95265.0"
"004870","티웨이홀딩스","444","-14","-3.06","50245.0"
"004890","동일산업","38750","-250","-0.64","93977.0"
"004910","조광페인트","4985","-25","-0.50","63808.0"
"004920","씨아이테크","1114","-14","-1.24","56086.0"
"004960","한신공영","8370","-130","-1.53","96847.0"
"004970","신라교역","9190","-50","-0.54","147040.0"
"005030","부산주공","486","0","0.00","38289.0"
"005110","한창","1254","0","0.00","26467.0"
"005320","온타이드","463","-6","-1.28","31658.0"
"005360","모나미","2005","37","1.88","37889.0"
"005740","크라운해태홀딩스","6740","-140","-2.03","100071.0"
"005750","대림바스","5200","245","4.94","86696.0"
"005800","신영와코루","14500","40","0.28","130500.0"
"005820","원림","14330","-470","-3.18","32930.0"
"005870","휴니드","7570","-190","-2.45","106858.0"
"005960","동부건설","5590","-100","-1.76","128272.0"
"006090","사조오양","9270","-140","-1.49","87349.0"
"006200","한국전자홀딩스","661","-11","-1.64","30937.0"
"006370","대구백화점","5790","-90","-1.53","62657.0"
"006490","인스코비","713","3","0.42","89757.0"
"006570","대림통상","2435","5","0.21","37073.0"
"006660","삼성공조","14380","-700","-4.64","116856.0"
"006740","블루산업개발","882","-19","-2.11","50252.0"
"006840","AK홀딩스","9000","-200","-2.17","119228.0"
"006880","신송홀딩스","6690","-30","-0.45","79135.0"
"006890","태경케미컬","7770","-200","-2.51","90132.0"
"006980","우성","16470","-100","-0.60","50892.0"
"007110","일신석재","1590","-36","-2.21","123156.0"
"007120","미래아이앤지","838","-11","-1.30","24200.0"
"007210","벽산","1721","-2","-0.12","115066.0"
"007280","한국특강","1552","-4","-0.26","94382.0"
"007540","샘표","50400","-900","-1.75","144940.0"
"007590","동방아그로","6100","0","0.00","83067.0"
"007610","선도전기","3000","0","0.00","54000.0"
"007980","TP","1790","-36","-1.97","91603.0"
"008250","이건산업","4505","-70","-1.53","49342.0"
"008260","NI스틸","3430","10","0.29","98098.0"
"008350","남선알미늄","1026","-12","-1.16","132435.0"
"008420","문배철강","2000","-30","-1.48","41007.0"
"008500","일정실업","19350","-100","-0.51","23220.0"
"008600","윌비스","315","-5","-1.56","21179.0"
"008700","아남전자","1234","-40","-3.14","95172.0"
"008870","금비","54100","-200","-0.37","54100.0"
"009070","KCTC","5100","-140","-2.67","153000.0"
"009140","경인전자","20500","-50","-0.24","32201.0"
"009180","한솔로지스틱스","2635","-40","-1.50","74191.0"
"009190","대양금속","1448","25","1.76","62543.0"
"140910","에이리츠","3130","0","0.00","13969.0"
"145270","케이탑리츠","959","2","0.21","46090.0"
"204210","스타에스엠리츠","2035","0","0.00","15928.0"
"338100","NH프라임리츠","4885","20","0.41","91154.0"
"350520","이지스레지던스리츠","3980","-5","-0.13","146727.0"
"357250","미래에셋맵스리츠","2760","15","0.55","68986.0"
"357430","마스턴프리미어리츠","1563","-1","-0.06","47680.0"
"396690","미래에셋글로벌리츠","2630","-5","-0.19","104164.0"
"481850","신한글로벌액티브리츠","1307","-62","-4.53","56825.0"
"000040","KR모터스","471","-2","-0.42","40683.0"
"000180","성창기업지주","1450","46","3.28","101140.0"
"000220","유유제약","4130","-85","-2.02","70344.0"
"000590","CS홀딩스","76200","-700","-0.91","87972.0"
"000650","천일고속","83000","19100","29.89","118625.0"
"000700","유수홀딩스","5560","80","1.46","144792.0"
"000760","이화산업","12440","80","0.65","34832.0"
"000850","화천기공","31800","-100","-0.31","69960.0"
"000890","보해양조","430","-6","-1.38","59822.0"
"000910","유니온","4340","-50","-1.14","67754.0"
"000950","전방","36000","-350","-0.96","60480.0"
"001020","페이퍼코리아","637","-23","-3.48","113375.0"
"001070","대한방직","6390","-10","-0.16","33867.0"
"001140","국보","2110","0","0.00","33457.0"
"001210","금호전기","610","-5","-0.81","37548.0"
"001260","남광토건","7350","170","2.37","72269.0"
"001290","상상인증권","668","-13","-1.91","72369.0"
"001360","삼성제약","1391","-26","-1.83","130979.0"
"001380","SG글로벌","1768","-19","-1.06","79497.0"
"001420","태원물산","3340","-30","-0.89","25384.0"
"001470","삼부토건","347","0","0.00","79700.0"
"001550","조비","11000","-60","-0.54","57115.0"
"001560","제일연마","9360","-20","-0.21","91728.0"
"001620","케이비아이동국실업","465","-6","-1.27","51751.0"
"001770","SHD","17740","-50","-0.28","21552.0"
"002070","비비안","653","2","0.31","29513.0"
"002140","고려산업","2465","-10","-0.40","61476.0"
"002200","한국수출포장","3115","0","0.00","124600.0"
"002210","동성제약","973","0","0.00","25901.0"
"002220","한일철강","4060","-195","-4.58","108392.0"
"002360","SH에너지화학","376","3","0.80","41786.0"
"002410","범양건영","1935","0","0.00","53173.0"
"002420","세기상사","4930","-50","-1.00","29432.0"
"002450","삼익악기","1206","6","0.50","109180.0"
"002460","HS화성","11930","60","0.51","121090.0"
"002600","조흥","149600","1400","0.94","89760.0"
"002620","제일파마홀딩스","7840","-100","-1.26","125231.0"
"002630","오리엔트바이오","571","-33","-5.46","67711.0"
"002690","동일제강","1607","-11","-0.68","32623.0"
"002700","신일전자","1322","4","0.30","93925.0"
"002720","국제약품","4280","-110","-2.51","90564.0"
"002760","보락","1014","-11","-1.07","60739.0"
"002780","진흥기업","647","-5","-0.77","94120.0"
"002820","SUN&L","2360","35","1.51","29755.0"
"002870","신풍","1088","-33","-2.94","38035.0"
"002880","대유에이텍","1016","-25","-2.40","47522.0"
"002920","유성기업","1990","-2","-0.10","51636.0"
"002990","금호건설","3725","15","0.40","137813.0"
"003010","혜인","5130","60","1.18","65216.0"
"003060","에이프로젠바이오로직스","558","-20","-3.46","110712.0"
"003080","SB성보","2945","-5","-0.17","58959.0"
"003480","한진중공업홀딩스","4520","-160","-3.42","133475.0"
"003560","IHQ","10760","0","0.00","76221.0"
"003580","HLB글로벌","2070","-80","-3.72","104873.0"
"003680","한성기업","6610","-430","-6.11","41045.0"
